,video_id,comments
70,8wpQKaHygGs,"['डियर संदीप सर \nजिस प्रकार सरदार पटेल ने देश की रियासतों को एक करके , एक भारत बनाया था उसी प्रकार आप, प्रेरणा देनी वाली सारी कम्यूनिटी को एक करके देश के युवाओं को प्रेरित करने में बहुत बड़ा योगदान दे रहे हो । मैं भी इस यज्ञ में आहुति देने आ गया । \nदिल से धन्यवाद 🙏', '❤❤', 'Who want to next Ashish chanchalani', 'Last wali activity ki physiology kya h samajh nhi aai', 'Takla motivation 😅', 'हारे का सहारा.. बाबा संदीप माहेश्वरी हमारा..', 'Go', 'https://youtube.com/shorts/Svj_mshGC4U?feature=share', 'Harshvardhan sir is everytime in motivational mind 😅😅❤❤', 'अवध ओझा सर पर एक बार वीडियो बना दीजिए', 'Dr vishwaroop roy choudhury sir ko bulaiye', 'Worlds no.1 motivational speaker is the lord shri krishna', 'There are so much people', 'God bless you both you Sir 🙏', '❤', 'sir the mridul comedy wale ko apne show me bhulao ❤', 'Verry nice mast maja aa Gya sir', 'JAY SHREE RAM JAY HANUMAN JI 🙏♥️', 'This series is incomplete without Deepak Bajaj sir ❤❤❤❤❤❤❤❤❤❤❤❤❤', '👏👏👏👏👏👏👏👏❣️']"
71,zTIYPepbuyU,"['Thanks for inviting me to this wonderful session, it was a pleasure 😊', 'Yeh kya tha ,,yeh toh 2 min ka show jaisa laga 😒', 'Dhruv Rathee ko nahi bulaya AA awkad nahi hai', 'Better than dhruv rathee', 'SANDEEP SIR THE REAL AVENGER', 'Akele rhna padta hai right sir', 'Bhaai kabhi elon musk ko bhi bulao na 😅😊', '❤❤', 'Big fan nitin rajput... ❤️🙏', 'Watching Sandeep Maheshwari for first time because of Nitish Rajput', 'Sometimes I feel ki Nitish Rajpoot & dhruv rathi ko aamne samne baitha k debate karati jaye', 'Invite dhruv rathee', 'Ye banda best he ❤', 'How much does it cost to attend sandeep sirs shows??? Can anyone answer', 'Who want to live with ethics and honesty must go to newzealand ❤☝️', 'Ratan tata ko bhul gaye aap Hath ka mel hai 😂 paisa 100 + billion dollar', 'Sir Dhruv rathee ko v ek bar bulaye 😊', 'Nice line 👍 12:17', 'Sir Dhruv Rathee ko bhi bulayie\nPlease 🙏🙏🙏🙏', 'Really honestly is the best policy....']"
72,aO4VmKjZmQ8,"['Its been a real honour to share the stage, screen and life journey story with the legend..\nEntire audience had this so strong positive aura which i never felt before, kudos to everyone who is watching this.\n\nHope to see you sooon and travel to mountains together Sandeep sir & team.', 'https://www.youtube.com/channel/UCgMcbw7zxJCW5Ync3nxPmQA?sub_confirmation=1', 'Sandeep ji 🙏 . This show is the bestest show because vishakha is with you. Proud of her🎉', 'I am very much proud masi vishu . Best wishes for your future.', 'मुंबई हीरो हेरोइन की नगरी है, पर आप तो वहाँ से असली हीरो हो 👌 आपके जज़्बे को पूरे हिंदुस्तान की ओर से सलाम है 🙏 जय हिन्द 🚩🇮🇳', '❤️🇮🇳❤️', 'After kedarnath 🎉🎉', 'Kedarnath mein lanthai kar rae hai aaj ke yuvak galti inki nai hai jo dekhege wahi sikhege hadd hai sala dharmik jagaho ko tourist place bana diya hai janwaro ka aur bura haal hai sab soshan kar rae hai unka', 'Content paw nai nki', 'Vishaka jug jug jio.... brave Indian Girl...', 'Good one 👏 keep it up 👍God Bless You ❤️❤️', 'Aisi brave lady ko Mera Charan sparsh 🙏🙏🙌', 'Wow😲😲😲 amazing👍👍👍', 'I am big fan of you rgv ❤❤', 'Khup chan', 'Bhoot badi inspiration hai india ke liye Salute u to didi', 'Sir plz call Aamir Majid', 'Gajab ❤', 'Abe gamdu kute kae liye', '❤🎉']"
73,Qm-BYCQyyH0,"['A real honor to have been on the show with Sandeep Maheshwari, it was a great experience', 'Amazing!', '9:36 this scene yaar😜😂😂', ""I thought that, chetna ma'am is from another country but through this video, I knew that Chetna Ma'am is also a member of our Bharat ❤🙏"", 'Love you Sandeep from Pakistan', 'Iss season se maine kafi kuchh sikha hai', 'Superb ❤', 'I just watch 2 or 3 video of this man now I am a big fan of him ❤🙏 \r\n\r\nHare kriahna 🙏🚩', 'Waw mem really mujhe itna acha laga aap itni samajhdaar ho or kya aapne baate samjhayi superb really ❤❤❤👌👌👌👌👌👌👏👏👏👏👏👏', 'https://youtu.be/2SaXKGnvvlg', 'Koi iss session ko simplify kar ke barayega ::: ?', 'Great ❤', 'Sandeep sir is like a Chanakya, he is best teacher ❣️❣️💯', 'But I found that ₹59/- is charged for joining.', 'Sorry to mention but ""what I will be?"" If it\'s included in the question of ""who am I?"" then......the true intelligence of spirituality will be lost! Neither must we see ourselves on the basis of past nor on the basis of future.....seeing ourselves who we are at present is the true essence of our identity.', 'Thank you sir thank you mam', 'Thankyou So Much Sir♥🙏', 'Legends,:; Gehna Vashisht to suna hai lekin chetna Vashisht phele baar sun rahe hai । 😂😂', 'She is beautiful & having pleasing personality!💐💐', 'Today is 28 January 2023 😃😃😃']"
74,vToAQcbADzQ,"['What an absolute honour! Thank you so much Sandeep sir for giving us the opportunity to interact with your wonderful audience.', 'Fraud hai', 'Excellent', 'Sir aage ye bada business mera hai', 'Wow', 'Please read oyo app reviews before paying online its customers care are same as jamtara scammers', '12 pass students\nAlakh Pandey sir\nSandeep Maheshwari sir\nRitesh Agrawal sir\n😊\n😊', '13:58 ""You are the Average of 10 People around you."" 🙏🙏🙏', 'Sir, aap complain bahut hai OYO ki, worst experience, ab Complain hazar jaga kar liye, ab aage kis se maren? Top management se kaise karen? vo Complain kaha kar sakte hai? Koi nahi sunta, khud OYO me inke apne chor hai,\nMussoorie  me jaha me ek OYO k hotel me book and online payment kar dia, jab destination pe pahuncha, to us hotel me bahut suffocation hui, us room ko use tak nahi kia, kahi baitha tak nahi, fir jab cancel kar dia, to shuru me refund ki baat kahi aur ummid dilai, shuru me talte  rahe,   \nBut at last refund karne se mana kardia, ye kehte huye ""aap 10AM se pehle cancel karen, to refund hota hai"", uske baad refund nahi hoga, ye itna ajeeb kanun mujhe aaj tak samjh nahi aaya, sidhi si baat ye bahana tha, na refund karne ka.\nIn chor, makkar,dhokebaz ne abhi tak paise nahi diya.', 'Thank you 😊 sir', 'Good', 'One of the best sessions so far ...Ritesh has some brilliant observation skills with that calm and understanding behaviour', 'Official Khopcha Maker for Youths', 'Laundo ki energy dekho', 'Sir khajur bhai ko bulavo ❤', 'Number  one fraud company...fraud karke money kamata hey...ese logo ka interview karke hero mat banao...', 'OYO rooms are now official brothel spots in India now.If anyone want to know about brothel houses,then they can easily search for nearby oyo rooms.', 'OYO rooms are now official brothel spots in India now.If anyone want to know about brothel houses,then they can easily search for nearby oyo rooms.', 'Thank  You  So  Much  !\n\n\n🤗❣️❣️❣️❣️🤗', 'Sir bahot achha business idea hai teen lakh rupay lagega lekin paisa nhi hai kya karu Sir']"
75,VYoxW9Rl3WI,"['Dear Sandeep Ji & Your Fantastic Team !\n\nThnks So Much for Making Us a Part of this beautiful Series & helping us Spread LOVE ❤\nWe are on a Mission to Spread Love in as Many Ways as Possible. Also, being our 1st Collab- This One is Anyways Special 😊\n\nOne Tick from Our Bucket List !\n\nKeep Spreading Love\nAmrita Rao | RJ Anmol', 'Confidance lavel of anmol 🔥', 'Trueeeee love❤❤❤', 'Alvish yadav', 'Bhai ki jaaise wife mile toh roj thukaai me maaja aataa ...roj peltaa main ...usko ..', 'Amazing episode 😮', 'This was a wonderful session I ever watched', 'Amrita Mera crush tha😢😢', 'Amrita a real beauty💕', 'Sir Aditya Ranjan sir ko buliye', 'Super 🎉🎉🎉🎉🎉🎉', 'सुहानी शाह ने आपको भी फोन कंट्रोल सिस्टम सीखा दिया 🤣🤣🤣🤣', 'Kuch nahi Sandeep sir maje le rahe hai 😂😂😂😂', 'Best session ,, enjoyed', '❤', 'Best simplicity actress in bollywood industry', '❤super 👌 👍', 'Boys be =intervew Dene ayi aur. Dil de baithi', 'So cute🥰🥰🥰', 'Nice couple ❤❤']"
76,ctpo1O7ANk8,"['मुझे अभी भी लग रहा है मैं कोई सपना देख रहा हूँ , संदीप सर से मिलना मेरी ज़िंदगी का सबसे बड़ा सपना था जो कि पूरा हो गया , आप सभी से बस इतना कहना चाहूंगा की खुल कर सपने देखो , क्यों कि अगर मैं कर सकता हूँ तो कोई भी कर सकता है , संदीप सर ने लाखो लोगों की ज़िंदगी बदली उनमे से मैं भी एक हूँ ! Thank You So Much Sandeep Sir For Giving Me This Opportunity to share The Stage With You..💜💜💜', 'Is video ke baad Mukherjee bhi Himmat mili Hai ki Mai bhi apni Bimari se puri Tarah shi ho jaunga....thank you so much to both of you and especially sandeep sir thank you a lot , you are a life changer person  thank you sir !!!', 'Sandeep mashwari sir  Deepak daiya misterproton hard motivation  channel  sir 💯🔥❤️', 'Love sir motvitan', '11:03 Best Part❤❤🥺🥺', 'chudim☕😢', 'Proton sir I am your big fan', 'Bakwaas proton', 'Hii sir', 'Nice sir , your great  ❤❤❤', 'Nice 💙💙💙💙💙', 'Are ye mister proton hai mhjhe to abhi bhi sapna lag rha hai 😲😲😲', '12:00', 'Wow sir ❤❤❤❤❤❤❤🎉🎉🎉🎉🎉🎉🎉😂😂😂😂😂😂😂😂', 'Sandeep sir aap mere  1.hero hai please pin', 'No ads 😊', 'Love from mister proton', 'nice', '11:00', 'here is proton then where the electron and nutron']"
77,c2qR_aQ-yJs,"['Sapne sach hote hai❤. Ek mamuli se teacher ko apne saath ek stage pe khada kar diya apne🙏🏻.Itni motivation leke aaya hu is show se ki pura jeewan motivated rahunga ab🙏🏻. Thanks alot sir❤', 'ये टांग उठाने बाला एक्सपेरिमेंट घर मे किस किस ने किया हैं। लाइक करे 👍', 'Aise Teacher h tho 100% Padne ka mn karta h ....', 'Saras🎉', ""only problem this session was too short... should've went on a bit more..."", 'Nv sir ko bulaiye please', 'Loveeeeee..... Both of u ♥️♥️♥️', 'Ashu sir indirectly alakh sir ko bole h wo aisa kam karte h question puch ke ans nhi btate jisse bacho ka concept clear nhi hota', 'Can anyone tell me about the Educational qualifications of Ashu Sir..??\nWht a great teacher ❤️', '7:00', '@bluebox', 'Best concept 🙏🙏 and Teachers , S.M. Sir 🙏', 'Amazing video.', 'Best scene 7:00😂', ""my brothyer is physics honour he's know everything about physics when apple fall in newton head the newton come to my brother for knowig about gravity."", ""3:35 The smile in madam's face is priceless 🥺❤"", 'Ye banda scchi baatein bol ke gya ❤', ""No advertisement, uninterrupted video, that's why I have a different level of respect for Sandeep Maheshwari 🥰🥰🥰"", 'Bhai ye experiment mene kr liya mere se to ho gya.....', 'When Ashu sir gave example of circles nd line for imperfection...just wow sir.. such a pure insaan he is.']"
78,B5cYq4u-HsI,"['Dear Sandeep Sir, this was such an amazing and wonderful interaction with you and the students ❤❤❤ Love you a lot ...', 'Itna frzi admi ajj tk apni life Mai ni dekha covid ke time pr ai based revision app 599 mai subscribe krwaye kuch time app shi se work kia then fir sb khtm ab support team ko msg kro toh reply tk ni', '5:20 how to crack entrance', 'What a explanation 👌🏻❤️tnx sir', 'Hahaha. Fooling my poor indian netizenss', 'Kuch na kuch misssing nahin,    income jyada hai coaching me , sidha bolo na...bakwas kam kiya Karo', 'There are great lessons of life in this video. Thanks Sandeep Sir and Sagar Sir!!❤', 'Sir bahot achha business idea hai teen lakh rupay lagega lekin paisa nhi hai kya karu Sir help please', 'NYC sir', '""Kaun se student kab kya kar jaaye kuchh pata nahin""\n\n...wow... line...❤💯', '8:55', 'Sagar Dodeja sir OP', 'Sir hm aapse baat karna chahte hai.\nKaise possible ho sakta hai.', 'No ads, No promotion, No music, No drama\r\nOnly pure talent & love.. thank you Sandeep Sir🙏🙏', 'Sandeep sir ❤❤❤❤', 'Sagar sir cheete ki tarah aage bad rahe hai josh talk phir sandeep sir ke sath talk lagta hai ab kapil sharma Show me aayenge.... 😊😊', 'I always Miss made easy lectures of sagar sir.........', 'Doubt puchne p block hone kaa dar hota tha', '9:04', 'Hoping for more such sessions with Sagar sir!']"
79,VwGR__vM8vU,"['प्रिय संदीप जी और पूरी टीम,\nदेश में क्रांति लाने के इस सफर में हमें आमंत्रित करने के लिए पूरी जोश Talks Family की तरफ से बहुत-बहुत धन्यवाद.\nअसली भारत से आमने-सामने बैठ कर बातें करने का ये अनुभव बहुत यादगार था.\n\n“ज़िंदगी में कुछ बड़ा करने के लिए जोश का होना बहुत ज़रूरी है.”\nइसी सोच के साथ एक शुरुआत हुई देश के कोने-कोने से देश के असली नायकों की अनसुनी गाथाओं को चुन-चुन कर हर उस शख्स तक पहुंचाने की जो बड़े सपने देखता है.\nइसी सोच का नाम है जोश Talks.\n\nजोश Talks वो मंच है जो हमें हर दिन एक वजह देता है कि चलो आगे बढ़ते हैं, थोड़ा-थोड़ा ही सही लेकिन आगे बढ़ते है.\nजोश Talks, जहां कई Role Models आते हैं और अपने जीवन के सबसे प्रेरणादायक पल हमारे साथ साझा करते हैं. \nवो अपने जीवन के उन किस्सों को साझा करते हैं जहां वो Fail हुए, उन्होंने गलतियां की, कई बार हिम्मत भी टूटी पर अपने लक्ष्य को हासिल करके ही माने.\nअगर दो शब्दों में कहा जाए, तो जोश Talks हम सबके लिए हमारे ‘बड़े भैय्या/बड़ी बहन’ की तरह है.\nजो हमेशा हमारे दोस्त बनकर हमारी बात सुनते हैं और जिंदगी में आगे बढ़ने के लिए प्रेरणा देते हैं.\nतो चलो, जोश के साथ हर Goal को हासिल करें 😊🚀', 'Acharya Prashant', '13:52', 'He looks like gg', 'আমি তো একদম অবাক।আমি যেখানে জোস টকে সফল মানুষের প্রতিভা জানা হয়।এখানে দেখছি জোস টকের মালিক এখানে সন্দিপ স্যারের কাছে।', 'For Sandeep sir: This man is literally born to make history💛♥', 'Sub Kuch ASAAN Hain - This Line Literally Touch My Heart❤️😊', 'Hi sir', 'Toh kasie ho ap log', '16.26\n17.43 कोई भी काम करेंगे ना तो \nCRITICISM तो आपको मिलेगी ही\n18.00\n@""उनके अंदर की INSECURITY\'s है,\nजो आप में कमी निकालने की कोशिश कर रहे है""', 'Mujhe Josh talk me jana hai', 'Josh talk वाकई बहुत कमाल का प्लेटफॉर्म ओर motivational stage  है,जहां बिना किसी औपचारिकता के लोग अपनी बात करतर है और हम जैसे लोग दिल से कनेक्टेड फील करते है।।।।और बहुत ज्यादा प्रेरित भी होते है। मैंने चलकर सर्च किया कि आखिर इतना प्यारा ओर अनमोल प्रयास किया किसने।।।।।तब यह वीडियो मिला।थैंक्स आप दोनों को ओर संदीप जी सर आपको भी।।।।।', '🙏🙏🙏🔥🔥🔥', 'Who is waiting for Ashneer ?', 'josh walo ne apni kam nikal wali😂😂😂', 'Very nice 💪🔥', 'Is anyone notice.. \nThe founders change their seat from left to right, first boy founder is in right 0:39 then girl is in right 0:50', 'Without Sadguru this series is incomplete…', ""We r ready to tolerate ads. But he should monetize his channel, the money he makes can be used in providing scholarships to students or construction of any medical centers , or any kind of social work. \nThat's my request"", 'Today is 19 January 2023 😃😃😃']"
